Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Japan,JPN,2000,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,0.18
Japan,JPN,1995,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,0.24
Japan,JPN,1990,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,0.34
Japan,JPN,1985,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,0.37
Japan,JPN,1980,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,0.38
Japan,JPN,1975,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,0.71
Japan,JPN,1970,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,1.3
Japan,JPN,2010,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,0.12
Japan,JPN,2005,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,0.13
Japan,JPN,2000,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,0.15
Japan,JPN,1995,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,0.19
Japan,JPN,1990,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,0.26
Japan,JPN,1985,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,0.26
Japan,JPN,1980,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,0.25
Japan,JPN,1975,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,0.46
Japan,JPN,1970,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,0.9
Japan,JPN,2010,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,0.06
Japan,JPN,2005,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,0.06
Japan,JPN,2000,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,0.05
Japan,JPN,1995,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,0.09
Japan,JPN,1990,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,0.09
Japan,JPN,1985,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,0.13
Japan,JPN,1980,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,0.16
Japan,JPN,1975,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,0.19
Japan,JPN,1970,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,0.2
Japan,JPN,2010,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,0.06
Japan,JPN,2005,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,0.07
Japan,JPN,2000,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,0.05
Japan,JPN,1995,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,0.1
Japan,JPN,1990,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,0.1
Japan,JPN,1985,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,0.12
Japan,JPN,1980,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,0.12
Japan,JPN,1975,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,0.17
Japan,JPN,1970,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,0.2
Japan,JPN,2010,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,0.06
Japan,JPN,2005,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,0.06
Japan,JPN,2000,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,0.09
Japan,JPN,1995,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,0.09
Japan,JPN,1990,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,0.11
Japan,JPN,1985,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,0.13
Japan,JPN,1980,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,0.18
Japan,JPN,1975,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,0.19
Japan,JPN,1970,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,0.2
Japan,JPN,2010,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,0.06
Japan,JPN,2005,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,0.06
Japan,JPN,2000,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,0.1
Japan,JPN,1995,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,0.1
Japan,JPN,1990,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,0.12
Japan,JPN,1985,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,0.12
Japan,JPN,1980,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,0.14
Japan,JPN,1975,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,0.17
Japan,JPN,1970,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,0.2
Japan,JPN,2010,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,0.06
Japan,JPN,2005,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,0.09
Japan,JPN,2000,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,0.09
Japan,JPN,1995,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,0.11
Japan,JPN,1990,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,0.11
Japan,JPN,1985,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,0.15
Japan,JPN,1980,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,0.18
Japan,JPN,1975,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,0.22
Japan,JPN,1970,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,0.2
Japan,JPN,2010,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.06
Japan,JPN,2005,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.09
Japan,JPN,2000,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.1
Japan,JPN,1995,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.11
Japan,JPN,1990,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.12
Japan,JPN,1985,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.13
Japan,JPN,1980,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.14
Japan,JPN,1975,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.18
Japan,JPN,1970,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,0.2
Japan,JPN,2010,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,0.09
Japan,JPN,2005,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,0.09
Japan,JPN,2000,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,0.1
Japan,JPN,1995,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,0.11
Japan,JPN,1990,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,0.13
Japan,JPN,1985,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,0.15
Japan,JPN,1980,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,0.23
Japan,JPN,1975,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,0.22
Japan,JPN,1970,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,0.4
Japan,JPN,2010,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,0.09
Japan,JPN,2005,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,0.09
Japan,JPN,2000,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,0.1
Japan,JPN,1995,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,0.11
Japan,JPN,1990,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,0.13
Japan,JPN,1985,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,0.13
Japan,JPN,1980,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,0.17
Japan,JPN,1975,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,0.18
Japan,JPN,1970,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,0.4
Japan,JPN,2010,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,0.09
Japan,JPN,2005,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,0.1
Japan,JPN,2000,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,0.1
Japan,JPN,1995,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,0.13
Japan,JPN,1990,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,0.13
Japan,JPN,1985,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,0.2
Japan,JPN,1980,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,0.23
Japan,JPN,1975,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,0.34
Japan,JPN,1970,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,0.4
Japan,JPN,2010,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,0.09
Japan,JPN,2005,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,0.1
Japan,JPN,2000,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,0.1
Japan,JPN,1995,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,0.12
Japan,JPN,1990,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,0.13
Japan,JPN,1985,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,0.16
Japan,JPN,1980,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,0.17
Japan,JPN,1975,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,0.29
Japan,JPN,1970,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,0.4
Japan,JPN,2010,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,0.1
Japan,JPN,2005,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,0.1
Japan,JPN,2000,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,0.13
Japan,JPN,1995,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,0.13
Japan,JPN,1990,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,0.17
Japan,JPN,1985,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,0.23
Japan,JPN,1980,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,0.29
Japan,JPN,1975,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,0.37
Japan,JPN,1970,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,1.1
Japan,JPN,2010,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,0.09
Japan,JPN,2005,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,0.1
Japan,JPN,2000,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,0.12
Japan,JPN,1995,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,0.13
Japan,JPN,1990,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,0.16
Japan,JPN,1985,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,0.18
Japan,JPN,1980,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,0.2
Japan,JPN,1975,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,0.31
Japan,JPN,1970,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,0.8
Japan,JPN,2010,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,0.1
Japan,JPN,2005,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,0.13
Japan,JPN,2000,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,0.14
Japan,JPN,1995,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,0.25
Japan,JPN,1990,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,0.23
Japan,JPN,1985,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,0.75
Japan,JPN,1980,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,0.34
Japan,JPN,1975,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,1.17
Japan,JPN,1970,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,1.1
Japan,JPN,2010,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,0.09
Japan,JPN,2005,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,0.12
Japan,JPN,2000,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,0.13
Japan,JPN,1995,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,0.21
Japan,JPN,1990,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,0.19
Japan,JPN,1985,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,0.56
Japan,JPN,1980,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,0.23
Japan,JPN,1975,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,0.76
Japan,JPN,1970,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,0.8
Japan,JPN,2010,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,6026
Japan,JPN,2005,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,6568
Japan,JPN,2000,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,7503
Japan,JPN,1995,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,8560
Japan,JPN,1990,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,9988
Japan,JPN,1985,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,8968
Japan,JPN,1980,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,8265
Japan,JPN,1975,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,8007
Japan,JPN,1970,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,9138
Japan,JPN,2010,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,2942
Japan,JPN,2005,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,3206
Japan,JPN,2000,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,3664
Japan,JPN,1995,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,4172
Japan,JPN,1990,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,4871
Japan,JPN,1985,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,4373
Japan,JPN,1980,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,4045
Japan,JPN,1975,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,3938
Japan,JPN,1970,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,4530
Japan,JPN,2010,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,110797
Japan,JPN,2005,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,110156
Japan,JPN,2000,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,108437
Japan,JPN,1995,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,105454
Japan,JPN,1990,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,100808
Japan,JPN,1985,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,94840
Japan,JPN,1980,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,89295
Japan,JPN,1975,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,84415
Japan,JPN,1970,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,79260
Japan,JPN,2010,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,57243
Japan,JPN,2005,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,56776
Japan,JPN,2000,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,55791
Japan,JPN,1995,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,54180
Japan,JPN,1990,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,51802
Japan,JPN,1985,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,48770
Japan,JPN,1980,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,45936
Japan,JPN,1975,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,43427
Japan,JPN,1970,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,40870
